stock,entry_date,exit_date,holding_days,invested,exit_value,pnl,return_pct
63 moons technologies limited,2013-12-18,2015-01-01,379,100000.0,127128.24783044278,27128.24783044278,0.27128247830442787
A. K. Capital Services Limited,2013-12-18,2015-01-01,379,100000.0,205982.90598290597,105982.90598290597,1.0598290598290596
A2Z Infra Engineering Limited,2013-12-18,2015-01-01,379,100000.0,270439.1862394133,170439.18623941328,1.7043918623941328
ABM Knowledgeware Limited,2013-12-18,2015-01-01,379,100000.0,440025.3745770904,340025.3745770904,3.400253745770904
ARSS Infrastructure Projects Limited,2013-12-18,2015-01-01,379,100000.0,193419.7509807266,93419.75098072659,0.9341975098072659
Aastamangalam Finance Limited,2013-12-18,2015-01-01,379,100000.0,88857.27833096252,-11142.721669037477,-0.11142721669037481
Action Construction Equipment Limited ,2013-12-18,2015-01-01,379,100000.0,321199.9191429149,221199.91914291488,2.2119991914291486
Addi Industries Limited,2013-12-18,2015-01-01,379,100000.0,222741.8615314076,122741.8615314076,1.2274186153140758
Akar Auto Industries Limited,2013-12-18,2015-01-01,379,100000.0,188600.0791661169,88600.07916611689,0.886000791661169
Allcargo Gati Limited,2013-12-18,2015-01-01,379,100000.0,964091.2328476028,864091.2328476028,8.640912328476029
Ambica Agarbathies Aroma & Industries Limited,2013-12-18,2015-01-01,379,100000.0,253905.1269765213,153905.1269765213,1.539051269765213
Amco India Limited,2013-12-18,2015-01-01,379,100000.0,244786.38667632148,144786.38667632148,1.4478638667632149
Amforge Industries Limited,2013-12-18,2015-01-01,379,100000.0,372760.736196319,272760.736196319,2.72760736196319
Anand Projects Limited,2013-12-18,2015-01-01,379,100000.0,100000.0,0.0,0.0
Aneri Fincap Limited,2013-12-18,2015-01-01,379,100000.0,38391.87473550571,-61608.12526449429,-0.6160812526449428
Arshiya Limited,2013-12-18,2015-01-01,379,100000.0,218275.06397903734,118275.06397903734,1.1827506397903735
Avance Technologies Limited,2013-12-18,2015-01-01,379,100000.0,452324.3243243243,352324.3243243243,3.5232432432432432
Aviva Industries Limited,2013-12-18,2015-01-01,379,100000.0,182531.45817912658,82531.45817912658,0.8253145817912657
Axtel Industries Limited,2013-12-18,2015-01-01,379,100000.0,361126.76056338026,261126.76056338026,2.6112676056338024
Ayujoy Herbals Ltd. (OTCPK:AJOY),2013-12-18,2015-01-01,379,100000.0,110287.18754268545,10287.187542685453,0.1028718754268545
BGR Energy Systems Limited,2013-12-18,2015-01-01,379,100000.0,137815.10452148132,37815.10452148132,0.37815104521481313
Bacil Pharma Limited,2013-12-18,2015-01-01,379,100000.0,697962.648556876,597962.648556876,5.97962648556876
Bedmutha Industries Limited ,2013-12-18,2015-01-01,379,100000.0,183673.76643539855,83673.76643539855,0.8367376643539854
Befound Movement Limited,2013-12-18,2015-01-01,379,100000.0,71089.53613807984,-28910.463861920158,-0.28910463861920155
Bilcare Limited,2013-12-18,2015-01-01,379,100000.0,123065.85876889969,23065.858768899692,0.23065858768899683
Borosil Renewables Limited,2013-12-18,2015-01-01,379,100000.0,226914.96439744628,126914.96439744628,1.2691496439744627
CG-VAK Software and Exports Limited,2013-12-18,2015-01-01,379,100000.0,562585.4568054692,462585.45680546924,4.6258545680546925
CP Capital Limited ,2013-12-18,2015-01-01,379,100000.0,210360.08416828082,110360.08416828082,1.103600841682808
Candour Techtex Limited,2013-12-18,2015-01-01,379,100000.0,538417.5405147759,438417.5405147759,4.384175405147759
