stock,entry_date,exit_date,holding_days,invested,exit_value,pnl,return_pct
63 moons technologies limited,2015-01-01,2015-06-30,180,100000.0,71917.06026537849,-28082.939734621512,-0.28082939734621515
A2Z Infra Engineering Limited,2015-01-01,2015-06-30,180,100000.0,104669.16773747795,4669.167737477954,0.04669167737477964
ACI Infocom Limited,2015-01-01,2015-06-30,180,100000.0,150216.42466454176,50216.42466454176,0.5021642466454175
APIS India Limited,2015-01-01,2015-06-30,180,100000.0,100000.0,0.0,0.0
ARSS Infrastructure Projects Limited,2015-01-01,2015-06-30,180,100000.0,68979.3830796635,-31020.6169203365,-0.31020616920336497
Aastamangalam Finance Limited,2015-01-01,2015-06-30,180,100000.0,177481.32337246533,77481.32337246533,0.7748132337246532
Advance Lifestyles Limited,2015-01-01,2015-06-30,180,100000.0,82307.88238201138,-17692.117617988624,-0.17692117617988623
Agarwal Industrial Corporation Limited,2015-01-01,2015-06-30,180,100000.0,87977.98141160712,-12022.018588392879,-0.1202201858839288
Alankit Limited,2015-01-01,2015-06-30,180,100000.0,193361.98401401512,93361.98401401512,0.9336198401401512
Anand Projects Limited,2015-01-01,2015-06-30,180,100000.0,100000.0,0.0,0.0
Arshiya Limited,2015-01-01,2015-06-30,180,100000.0,252665.33384404102,152665.33384404102,1.52665333844041
AuSom Enterprise Limited,2015-01-01,2015-06-30,180,100000.0,63754.853022739866,-36245.146977260134,-0.36245146977260134
Available Finance Limited,2015-01-01,2015-06-30,180,100000.0,74892.05526770293,-25107.944732297066,-0.2510794473229707
Avance Technologies Limited,2015-01-01,2015-06-30,180,100000.0,78948.90588485236,-21051.094115147644,-0.2105109411514764
BGR Energy Systems Limited,2015-01-01,2015-06-30,180,100000.0,64024.335628881665,-35975.664371118335,-0.3597566437111833
Banas Finance Limited,2015-01-01,2015-06-30,180,100000.0,40559.14824559246,-59440.85175440754,-0.5944085175440754
Bedmutha Industries Limited ,2015-01-01,2015-06-30,180,100000.0,75555.37945426209,-24444.62054573791,-0.24444620545737916
Bharatiya Global Infomedia Limited,2015-01-01,2015-06-30,180,100000.0,118651.92582025679,18651.925820256787,0.18651925820256787
Bilcare Limited,2015-01-01,2015-06-30,180,100000.0,94799.42205575138,-5200.577944248624,-0.05200577944248619
Butterfly Gandhimathi Appliances Limited,2015-01-01,2015-06-30,180,100000.0,67741.24739396186,-32258.752606038135,-0.3225875260603813
Capricorn Systems Global Solutions Limited,2015-01-01,2015-06-30,180,100000.0,236759.39937143525,136759.39937143525,1.3675939937143524
Challani Capital Limited,2015-01-01,2015-06-30,180,100000.0,202672.6057906459,102672.6057906459,1.0267260579064592
Choice International Limited,2015-01-01,2015-06-30,180,100000.0,90576.40108574166,-9423.598914258342,-0.09423598914258347
Clio Infotech Limited,2015-01-01,2015-06-30,180,100000.0,113771.51799687011,13771.517996870112,0.13771517996870108
Confidence Petroleum India Limited,2015-01-01,2015-06-30,180,100000.0,121075.06625371179,21075.06625371179,0.21075066253711783
Cybele Industries Ltd,2015-01-01,2015-06-30,180,100000.0,240306.02724388876,140306.02724388876,1.4030602724388874
DB (International) Stock Brokers Limited,2015-01-01,2015-06-30,180,100000.0,47180.76285240464,-52819.23714759536,-0.5281923714759535
DSJ Keep Learning Limited,2015-01-01,2015-06-30,180,100000.0,91093.00365271144,-8906.996347288557,-0.08906996347288554
DhanSafal Finserve Limited,2015-01-01,2015-06-30,180,100000.0,79133.419929486,-20866.580070514,-0.20866580070513996
Dhenu Buildcon Infra Limited,2015-01-01,2015-06-30,180,100000.0,92096.3260265514,-7903.673973448604,-0.079036739734486
Educomp Solutions Limited ,2015-01-01,2015-06-30,180,100000.0,39484.21506268287,-60515.78493731713,-0.6051578493731713
Ekam Leasing and Finance Co. Ltd.,2015-01-01,2015-06-30,180,100000.0,54303.0303030303,-45696.9696969697,-0.456969696969697
Ekansh Concepts Limited,2015-01-01,2015-06-30,180,100000.0,68065.13872135103,-31934.86127864897,-0.31934861278648974
Empower India Limited,2015-01-01,2015-06-30,180,100000.0,113332.76049722174,13332.760497221738,0.1333276049722174
Esaar (India) Limited,2015-01-01,2015-06-30,180,100000.0,39766.56701900934,-60233.43298099066,-0.6023343298099066
Euro Leder Fashion Limited,2015-01-01,2015-06-30,180,100000.0,164988.09118747874,64988.09118747874,0.6498809118747875
